O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
19-3092.00	1.B.1.i	Third Interest High-Point	IH	3.00	06/2008	Analyst
19-3093.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
19-3093.00	1.B.1.b	Investigative	OI	6.67	06/2008	Analyst
19-3093.00	1.B.1.c	Artistic	OI	2.67	06/2008	Analyst
19-3093.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
19-3093.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
19-3093.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
19-3093.00	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
19-3093.00	1.B.1.h	Second Interest High-Point	IH	0.00	06/2008	Analyst
19-3093.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
19-3094.00	1.B.1.a	Realistic	OI	1.67	06/2008	Analyst
19-3094.00	1.B.1.b	Investigative	OI	7.00	06/2008	Analyst
19-3094.00	1.B.1.c	Artistic	OI	5.33	06/2008	Analyst
19-3094.00	1.B.1.d	Social	OI	4.33	06/2008	Analyst
19-3094.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
19-3094.00	1.B.1.f	Conventional	OI	2.00	06/2008	Analyst
19-3094.00	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
19-3094.00	1.B.1.h	Second Interest High-Point	IH	3.00	06/2008	Analyst
19-3094.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
19-3099.01	1.B.1.a	Realistic	OI	3.67	06/2009	Analyst
19-3099.01	1.B.1.b	Investigative	OI	6.33	06/2009	Analyst
19-3099.01	1.B.1.c	Artistic	OI	2.67	06/2009	Analyst
19-3099.01	1.B.1.d	Social	OI	1.67	06/2009	Analyst
19-3099.01	1.B.1.e	Enterprising	OI	2.33	06/2009	Analyst
19-3099.01	1.B.1.f	Conventional	OI	4.00	06/2009	Analyst
19-3099.01	1.B.1.g	First Interest High-Point	IH	2.00	06/2009	Analyst
19-3099.01	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
19-3099.01	1.B.1.i	Third Interest High-Point	IH	1.00	06/2009	Analyst
19-4011.01	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
19-4011.01	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
19-4011.01	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
19-4011.01	1.B.1.d	Social	OI	1.33	06/2008	Analyst
19-4011.01	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
19-4011.01	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
19-4011.01	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
19-4011.01	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
19-4011.01	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
19-4011.02	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
19-4011.02	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
19-4011.02	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
19-4011.02	1.B.1.d	Social	OI	1.00	06/2008	Analyst
19-4011.02	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
19-4011.02	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
19-4011.02	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
19-4011.02	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
19-4011.02	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
19-4021.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
19-4021.00	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
19-4021.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
19-4021.00	1.B.1.d	Social	OI	1.67	06/2008	Analyst
19-4021.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
19-4021.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
19-4021.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
19-4021.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
19-4021.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
19-4031.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
19-4031.00	1.B.1.b	Investigative	OI	6.00	06/2008	Analyst
19-4031.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
19-4031.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
19-4031.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
19-4031.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
19-4031.00	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
19-4031.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
19-4031.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
19-4041.01	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
19-4041.01	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
19-4041.01	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
19-4041.01	1.B.1.d	Social	OI	1.33	06/2008	Analyst
19-4041.01	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
19-4041.01	1.B.1.f	Conventional	OI	6.67	06/2008	Analyst
19-4041.01	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
19-4041.01	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
19-4041.01	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
19-4041.02	1.B.1.a	Realistic	OI	6.00	06/2008	Analyst
19-4041.02	1.B.1.b	Investigative	OI	5.67	06/2008	Analyst
19-4041.02	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
19-4041.02	1.B.1.d	Social	OI	1.00	06/2008	Analyst
19-4041.02	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
19-4041.02	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
19-4041.02	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
19-4041.02	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
19-4041.02	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
19-4051.01	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
19-4051.01	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
19-4051.01	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
19-4051.01	1.B.1.d	Social	OI	1.33	06/2008	Analyst
19-4051.01	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
19-4051.01	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
19-4051.01	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
19-4051.01	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
19-4051.01	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
19-4051.02	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
19-4051.02	1.B.1.b	Investigative	OI	4.67	06/2008	Analyst
19-4051.02	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
19-4051.02	1.B.1.d	Social	OI	1.33	06/2008	Analyst
19-4051.02	1.B.1.e	Enterprising	OI	3.33	06/2008	Analyst
19-4051.02	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
19-4051.02	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
19-4051.02	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
19-4051.02	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
19-4061.00	1.B.1.a	Realistic	OI	1.67	06/2008	Analyst
19-4061.00	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
19-4061.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
19-4061.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
19-4061.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
19-4061.00	1.B.1.f	Conventional	OI	6.33	06/2008	Analyst
19-4061.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
19-4061.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
19-4061.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
19-4061.01	1.B.1.a	Realistic	OI	4.00	06/2008	Analyst
19-4061.01	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
19-4061.01	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
19-4061.01	1.B.1.d	Social	OI	3.00	06/2008	Analyst
19-4061.01	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
19-4061.01	1.B.1.f	Conventional	OI	7.00	06/2008	Analyst
19-4061.01	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
19-4061.01	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
19-4061.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
19-4091.00	1.B.1.a	Realistic	OI	5.33	06/2008	Analyst
19-4091.00	1.B.1.b	Investigative	OI	6.00	06/2008	Analyst
19-4091.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
19-4091.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
19-4091.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
19-4091.00	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
19-4091.00	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
19-4091.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
19-4091.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
19-4092.00	1.B.1.a	Realistic	OI	5.33	06/2008	Analyst
19-4092.00	1.B.1.b	Investigative	OI	6.67	06/2008	Analyst
19-4092.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
19-4092.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
19-4092.00	1.B.1.e	Enterprising	OI	1.33	06/2008	Analyst
19-4092.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
19-4092.00	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
19-4092.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
19-4092.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
19-4093.00	1.B.1.a	Realistic	OI	5.33	06/2008	Analyst
19-4093.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
19-4093.00	1.B.1.c	Artistic	OI	2.67	06/2008	Analyst
19-4093.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
19-4093.00	1.B.1.e	Enterprising	OI	4.00	06/2008	Analyst
19-4093.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
19-4093.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
19-4093.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
19-4093.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
19-4099.01	1.B.1.a	Realistic	OI	4.67	06/2009	Analyst
19-4099.01	1.B.1.b	Investigative	OI	5.33	06/2009	Analyst
19-4099.01	1.B.1.c	Artistic	OI	1.33	06/2009	Analyst
19-4099.01	1.B.1.d	Social	OI	1.00	06/2009	Analyst
19-4099.01	1.B.1.e	Enterprising	OI	2.67	06/2009	Analyst
19-4099.01	1.B.1.f	Conventional	OI	6.33	06/2009	Analyst
19-4099.01	1.B.1.g	First Interest High-Point	IH	6.00	06/2009	Analyst
19-4099.01	1.B.1.h	Second Interest High-Point	IH	2.00	06/2009	Analyst
19-4099.01	1.B.1.i	Third Interest High-Point	IH	1.00	06/2009	Analyst
19-4099.02	1.B.1.a	Realistic	OI	6.00	06/2009	Analyst
19-4099.02	1.B.1.b	Investigative	OI	5.67	06/2009	Analyst
19-4099.02	1.B.1.c	Artistic	OI	1.67	06/2009	Analyst
19-4099.02	1.B.1.d	Social	OI	1.00	06/2009	Analyst
19-4099.02	1.B.1.e	Enterprising	OI	2.67	06/2009	Analyst
19-4099.02	1.B.1.f	Conventional	OI	4.67	06/2009	Analyst
19-4099.02	1.B.1.g	First Interest High-Point	IH	1.00	06/2009	Analyst
19-4099.02	1.B.1.h	Second Interest High-Point	IH	2.00	06/2009	Analyst
19-4099.02	1.B.1.i	Third Interest High-Point	IH	6.00	06/2009	Analyst
19-4099.03	1.B.1.a	Realistic	OI	6.67	06/2009	Analyst
19-4099.03	1.B.1.b	Investigative	OI	5.67	06/2009	Analyst
19-4099.03	1.B.1.c	Artistic	OI	1.67	06/2009	Analyst
19-4099.03	1.B.1.d	Social	OI	2.00	06/2009	Analyst
19-4099.03	1.B.1.e	Enterprising	OI	2.00	06/2009	Analyst
19-4099.03	1.B.1.f	Conventional	OI	4.67	06/2009	Analyst
19-4099.03	1.B.1.g	First Interest High-Point	IH	1.00	06/2009	Analyst
19-4099.03	1.B.1.h	Second Interest High-Point	IH	2.00	06/2009	Analyst
19-4099.03	1.B.1.i	Third Interest High-Point	IH	6.00	06/2009	Analyst
21-1011.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
21-1011.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
21-1011.00	1.B.1.c	Artistic	OI	4.33	06/2008	Analyst
21-1011.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1011.00	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
21-1011.00	1.B.1.f	Conventional	OI	2.00	06/2008	Analyst
21-1011.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1011.00	1.B.1.h	Second Interest High-Point	IH	3.00	06/2008	Analyst
21-1011.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
21-1012.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
21-1012.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
21-1012.00	1.B.1.c	Artistic	OI	3.67	06/2008	Analyst
21-1012.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1012.00	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
21-1012.00	1.B.1.f	Conventional	OI	3.33	06/2008	Analyst
21-1012.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1012.00	1.B.1.h	Second Interest High-Point	IH	0.00	06/2008	Analyst
21-1012.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
21-1013.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
21-1013.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
21-1013.00	1.B.1.c	Artistic	OI	4.33	06/2008	Analyst
21-1013.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1013.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
21-1013.00	1.B.1.f	Conventional	OI	2.33	06/2008	Analyst
21-1013.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1013.00	1.B.1.h	Second Interest High-Point	IH	3.00	06/2008	Analyst
21-1013.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
21-1014.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
21-1014.00	1.B.1.b	Investigative	OI	4.67	06/2008	Analyst
21-1014.00	1.B.1.c	Artistic	OI	4.00	06/2008	Analyst
21-1014.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1014.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
21-1014.00	1.B.1.f	Conventional	OI	2.33	06/2008	Analyst
21-1014.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1014.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
21-1014.00	1.B.1.i	Third Interest High-Point	IH	3.00	06/2008	Analyst
21-1015.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
21-1015.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
21-1015.00	1.B.1.c	Artistic	OI	3.67	06/2008	Analyst
21-1015.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1015.00	1.B.1.e	Enterprising	OI	3.33	06/2008	Analyst
21-1015.00	1.B.1.f	Conventional	OI	3.33	06/2008	Analyst
21-1015.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1015.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
21-1015.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
21-1021.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
21-1021.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
21-1021.00	1.B.1.c	Artistic	OI	3.67	06/2008	Analyst
21-1021.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1021.00	1.B.1.e	Enterprising	OI	4.33	06/2008	Analyst
21-1021.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
21-1021.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1021.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
21-1021.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
21-1022.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
21-1022.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
21-1022.00	1.B.1.c	Artistic	OI	3.33	06/2008	Analyst
21-1022.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1022.00	1.B.1.e	Enterprising	OI	3.33	06/2008	Analyst
21-1022.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
21-1022.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1022.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
21-1022.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
21-1023.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
21-1023.00	1.B.1.b	Investigative	OI	4.67	06/2008	Analyst
21-1023.00	1.B.1.c	Artistic	OI	4.33	06/2008	Analyst
21-1023.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1023.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
21-1023.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
21-1023.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1023.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
21-1023.00	1.B.1.i	Third Interest High-Point	IH	3.00	06/2008	Analyst
21-1091.00	1.B.1.a	Realistic	OI	1.67	06/2008	Analyst
21-1091.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
21-1091.00	1.B.1.c	Artistic	OI	3.33	06/2008	Analyst
21-1091.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-1091.00	1.B.1.e	Enterprising	OI	4.33	06/2008	Analyst
21-1091.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
21-1091.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1091.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
21-1091.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
21-1092.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
21-1092.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
21-1092.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
21-1092.00	1.B.1.d	Social	OI	6.67	06/2008	Analyst
21-1092.00	1.B.1.e	Enterprising	OI	5.00	06/2008	Analyst
21-1092.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
21-1092.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-1092.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
21-1092.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
21-1093.00	1.B.1.a	Realistic	OI	1.67	06/2008	Analyst
21-1093.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
21-1093.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
21-1093.00	1.B.1.d	Social	OI	6.00	06/2008	Analyst
21-1093.00	1.B.1.e	Enterprising	OI	4.33	06/2008	Analyst
21-1093.00	1.B.1.f	Conventional	OI	6.33	06/2008	Analyst
21-1093.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
21-1093.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
21-1093.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
21-1094.00	1.B.1.a	Realistic	OI	2.00	07/2013	Analyst
21-1094.00	1.B.1.b	Investigative	OI	3.33	07/2013	Analyst
21-1094.00	1.B.1.c	Artistic	OI	2.67	07/2013	Analyst
21-1094.00	1.B.1.d	Social	OI	7.00	07/2013	Analyst
21-1094.00	1.B.1.e	Enterprising	OI	3.33	07/2013	Analyst
21-1094.00	1.B.1.f	Conventional	OI	3.00	07/2013	Analyst
21-1094.00	1.B.1.g	First Interest High-Point	IH	4.00	07/2013	Analyst
21-1094.00	1.B.1.h	Second Interest High-Point	IH	2.00	07/2013	Analyst
21-1094.00	1.B.1.i	Third Interest High-Point	IH	5.00	07/2013	Analyst
21-2011.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
21-2011.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
21-2011.00	1.B.1.c	Artistic	OI	4.67	06/2008	Analyst
21-2011.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
21-2011.00	1.B.1.e	Enterprising	OI	4.67	06/2008	Analyst
21-2011.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
21-2011.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
21-2011.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
21-2011.00	1.B.1.i	Third Interest High-Point	IH	3.00	06/2008	Analyst
21-2021.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
21-2021.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
21-2021.00	1.B.1.c	Artistic	OI	2.67	06/2008	Analyst
21-2021.00	1.B.1.d	Social	OI	6.00	06/2008	Analyst
21-2021.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
21-2021.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
21-2021.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
21-2021.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
21-2021.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
23-1011.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
23-1011.00	1.B.1.b	Investigative	OI	4.67	06/2008	Analyst
23-1011.00	1.B.1.c	Artistic	OI	4.00	06/2008	Analyst
23-1011.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
23-1011.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
23-1011.00	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
23-1011.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
23-1011.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
23-1011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
23-1012.00	1.B.1.a	Realistic	OI	1.00	07/2013	Analyst
23-1012.00	1.B.1.b	Investigative	OI	4.00	07/2013	Analyst
23-1012.00	1.B.1.c	Artistic	OI	2.00	07/2013	Analyst
23-1012.00	1.B.1.d	Social	OI	2.00	07/2013	Analyst
23-1012.00	1.B.1.e	Enterprising	OI	5.33	07/2013	Analyst
23-1012.00	1.B.1.f	Conventional	OI	5.67	07/2013	Analyst
23-1012.00	1.B.1.g	First Interest High-Point	IH	6.00	07/2013	Analyst
23-1012.00	1.B.1.h	Second Interest High-Point	IH	5.00	07/2013	Analyst
23-1012.00	1.B.1.i	Third Interest High-Point	IH	2.00	07/2013	Analyst
23-1021.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
23-1021.00	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
23-1021.00	1.B.1.c	Artistic	OI	3.00	06/2008	Analyst
23-1021.00	1.B.1.d	Social	OI	4.00	06/2008	Analyst
23-1021.00	1.B.1.e	Enterprising	OI	6.67	06/2008	Analyst
23-1021.00	1.B.1.f	Conventional	OI	3.33	06/2008	Analyst
23-1021.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
23-1021.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
23-1021.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
23-1022.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
23-1022.00	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
23-1022.00	1.B.1.c	Artistic	OI	3.33	06/2008	Analyst
23-1022.00	1.B.1.d	Social	OI	6.67	06/2008	Analyst
23-1022.00	1.B.1.e	Enterprising	OI	6.33	06/2008	Analyst
23-1022.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
23-1022.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
23-1022.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
23-1022.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
23-1023.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
23-1023.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
23-1023.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
23-1023.00	1.B.1.d	Social	OI	5.67	06/2008	Analyst
23-1023.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
23-1023.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
23-1023.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
23-1023.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
23-1023.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
23-2011.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
23-2011.00	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
23-2011.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
23-2011.00	1.B.1.d	Social	OI	2.00	06/2008	Analyst
23-2011.00	1.B.1.e	Enterprising	OI	4.33	06/2008	Analyst
23-2011.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
23-2011.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
23-2011.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
23-2011.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
23-2091.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
23-2091.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
23-2091.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
23-2091.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
23-2091.00	1.B.1.e	Enterprising	OI	3.33	06/2008	Analyst
23-2091.00	1.B.1.f	Conventional	OI	6.33	06/2008	Analyst
23-2091.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
23-2091.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
23-2091.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
23-2093.00	1.B.1.a	Realistic	OI	4.00	06/2008	Analyst
23-2093.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
