O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-1031.02	1.C.4.b	Stress Tolerance	IM	4.71	24	0.14	4.43	4.99	N	08/2019	Incumbent
13-1031.02	1.C.4.c	Adaptability/Flexibility	IM	4.61	24	0.14	4.31	4.91	N	08/2019	Incumbent
13-1031.02	1.C.5.a	Dependability	IM	4.81	24	0.11	4.58	5.00	N	08/2019	Incumbent
13-1031.02	1.C.5.b	Attention to Detail	IM	4.73	24	0.14	4.43	5.00	N	08/2019	Incumbent
13-1031.02	1.C.5.c	Integrity	IM	4.86	24	0.09	4.67	5.00	N	08/2019	Incumbent
13-1031.02	1.C.6	Independence	IM	4.64	24	0.12	4.40	4.88	N	08/2019	Incumbent
13-1031.02	1.C.7.a	Innovation	IM	3.84	24	0.25	3.33	4.35	N	08/2019	Incumbent
13-1031.02	1.C.7.b	Analytical Thinking	IM	4.37	24	0.17	4.01	4.73	N	08/2019	Incumbent
13-1032.00	1.C.1.a	Achievement/Effort	IM	3.70	16	0.12	3.45	3.96	N	07/2016	Incumbent
13-1032.00	1.C.1.b	Persistence	IM	3.66	16	0.19	3.26	4.07	N	07/2016	Incumbent
13-1032.00	1.C.1.c	Initiative	IM	4.03	16	0.21	3.57	4.49	N	07/2016	Incumbent
13-1032.00	1.C.2.b	Leadership	IM	3.13	16	0.22	2.67	3.60	N	07/2016	Incumbent
13-1032.00	1.C.3.a	Cooperation	IM	3.62	16	0.51	2.53	4.71	N	07/2016	Incumbent
13-1032.00	1.C.3.b	Concern for Others	IM	3.95	16	0.18	3.57	4.34	N	07/2016	Incumbent
13-1032.00	1.C.3.c	Social Orientation	IM	3.13	16	0.23	2.63	3.63	N	07/2016	Incumbent
13-1032.00	1.C.4.a	Self Control	IM	3.98	16	0.27	3.40	4.56	N	07/2016	Incumbent
13-1032.00	1.C.4.b	Stress Tolerance	IM	3.85	16	0.22	3.38	4.32	N	07/2016	Incumbent
13-1032.00	1.C.4.c	Adaptability/Flexibility	IM	3.59	16	0.21	3.14	4.04	N	07/2016	Incumbent
13-1032.00	1.C.5.a	Dependability	IM	3.89	16	0.15	3.56	4.22	N	07/2016	Incumbent
13-1032.00	1.C.5.b	Attention to Detail	IM	4.19	16	0.15	3.88	4.50	N	07/2016	Incumbent
13-1032.00	1.C.5.c	Integrity	IM	4.56	16	0.25	4.04	5.00	N	07/2016	Incumbent
13-1032.00	1.C.6	Independence	IM	3.88	16	0.13	3.62	4.15	N	07/2016	Incumbent
13-1032.00	1.C.7.a	Innovation	IM	2.99	16	0.37	2.20	3.79	N	07/2016	Incumbent
13-1032.00	1.C.7.b	Analytical Thinking	IM	3.12	16	0.39	2.28	3.95	N	07/2016	Incumbent
13-1041.01	1.C.1.a	Achievement/Effort	IM	3.57	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.1.b	Persistence	IM	3.81	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.1.c	Initiative	IM	3.60	20	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.2.b	Leadership	IM	3.48	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.3.a	Cooperation	IM	3.76	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.3.b	Concern for Others	IM	3.19	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.3.c	Social Orientation	IM	2.90	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.4.a	Self Control	IM	4.19	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.4.b	Stress Tolerance	IM	4.14	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.4.c	Adaptability/Flexibility	IM	3.90	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.5.a	Dependability	IM	4.05	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.5.b	Attention to Detail	IM	4.43	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.5.c	Integrity	IM	4.71	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.6	Independence	IM	4.05	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.7.a	Innovation	IM	2.71	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.01	1.C.7.b	Analytical Thinking	IM	4.29	21	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
13-1041.02	1.C.1.a	Achievement/Effort	IM	3.94	26	0.23	3.46	4.43	N	07/2015	Incumbent
13-1041.02	1.C.1.b	Persistence	IM	3.79	26	0.24	3.31	4.28	N	07/2015	Incumbent
13-1041.02	1.C.1.c	Initiative	IM	4.16	26	0.24	3.67	4.65	N	07/2015	Incumbent
13-1041.02	1.C.2.b	Leadership	IM	3.67	26	0.24	3.17	4.17	N	07/2015	Incumbent
13-1041.02	1.C.3.a	Cooperation	IM	4.17	26	0.23	3.69	4.66	N	07/2015	Incumbent
13-1041.02	1.C.3.b	Concern for Others	IM	4.04	26	0.21	3.61	4.46	N	07/2015	Incumbent
13-1041.02	1.C.3.c	Social Orientation	IM	3.64	26	0.27	3.08	4.19	N	07/2015	Incumbent
13-1041.02	1.C.4.a	Self Control	IM	4.09	26	0.23	3.61	4.58	N	07/2015	Incumbent
13-1041.02	1.C.4.b	Stress Tolerance	IM	3.91	25	0.28	3.32	4.49	N	07/2015	Incumbent
13-1041.02	1.C.4.c	Adaptability/Flexibility	IM	3.91	26	0.20	3.50	4.32	N	07/2015	Incumbent
13-1041.02	1.C.5.a	Dependability	IM	4.35	26	0.19	3.97	4.74	N	07/2015	Incumbent
13-1041.02	1.C.5.b	Attention to Detail	IM	4.29	26	0.12	4.04	4.53	N	07/2015	Incumbent
13-1041.02	1.C.5.c	Integrity	IM	4.46	26	0.19	4.07	4.85	N	07/2015	Incumbent
13-1041.02	1.C.6	Independence	IM	4.37	25	0.24	3.87	4.86	N	07/2015	Incumbent
13-1041.02	1.C.7.a	Innovation	IM	3.34	26	0.26	2.80	3.89	N	07/2015	Incumbent
13-1041.02	1.C.7.b	Analytical Thinking	IM	4.23	25	0.17	3.89	4.58	N	07/2015	Incumbent
13-1041.03	1.C.1.a	Achievement/Effort	IM	3.85	33	0.13	3.59	4.12	N	07/2015	Incumbent
13-1041.03	1.C.1.b	Persistence	IM	4.04	33	0.13	3.77	4.31	N	07/2015	Incumbent
13-1041.03	1.C.1.c	Initiative	IM	4.15	33	0.15	3.84	4.46	N	07/2015	Incumbent
13-1041.03	1.C.2.b	Leadership	IM	3.74	33	0.23	3.28	4.20	N	07/2015	Incumbent
13-1041.03	1.C.3.a	Cooperation	IM	4.19	33	0.12	3.95	4.42	N	07/2015	Incumbent
13-1041.03	1.C.3.b	Concern for Others	IM	4.11	33	0.20	3.69	4.52	N	07/2015	Incumbent
13-1041.03	1.C.3.c	Social Orientation	IM	3.25	33	0.15	2.95	3.55	N	07/2015	Incumbent
13-1041.03	1.C.4.a	Self Control	IM	4.40	33	0.11	4.16	4.63	N	07/2015	Incumbent
13-1041.03	1.C.4.b	Stress Tolerance	IM	4.38	32	0.16	4.05	4.70	N	07/2015	Incumbent
13-1041.03	1.C.4.c	Adaptability/Flexibility	IM	3.89	33	0.25	3.39	4.40	N	07/2015	Incumbent
13-1041.03	1.C.5.a	Dependability	IM	4.47	33	0.09	4.27	4.66	N	07/2015	Incumbent
13-1041.03	1.C.5.b	Attention to Detail	IM	4.56	33	0.10	4.36	4.76	N	07/2015	Incumbent
13-1041.03	1.C.5.c	Integrity	IM	4.72	33	0.10	4.51	4.92	N	07/2015	Incumbent
13-1041.03	1.C.6	Independence	IM	4.03	33	0.21	3.61	4.45	N	07/2015	Incumbent
13-1041.03	1.C.7.a	Innovation	IM	3.13	33	0.27	2.58	3.69	N	07/2015	Incumbent
13-1041.03	1.C.7.b	Analytical Thinking	IM	4.48	33	0.12	4.23	4.73	N	07/2015	Incumbent
13-1041.04	1.C.1.a	Achievement/Effort	IM	3.65	16	0.10	3.44	3.85	N	07/2016	Incumbent
13-1041.04	1.C.1.b	Persistence	IM	3.91	17	0.09	3.73	4.09	N	07/2016	Incumbent
13-1041.04	1.C.1.c	Initiative	IM	3.76	17	0.20	3.34	4.19	N	07/2016	Incumbent
13-1041.04	1.C.2.b	Leadership	IM	3.64	17	0.38	2.83	4.44	N	07/2016	Incumbent
13-1041.04	1.C.3.a	Cooperation	IM	4.51	17	0.30	3.87	5.00	N	07/2016	Incumbent
13-1041.04	1.C.3.b	Concern for Others	IM	4.04	17	0.19	3.64	4.44	N	07/2016	Incumbent
13-1041.04	1.C.3.c	Social Orientation	IM	3.18	17	0.13	2.91	3.45	N	07/2016	Incumbent
13-1041.04	1.C.4.a	Self Control	IM	4.37	17	0.21	3.92	4.82	N	07/2016	Incumbent
13-1041.04	1.C.4.b	Stress Tolerance	IM	4.25	17	0.29	3.65	4.86	N	07/2016	Incumbent
13-1041.04	1.C.4.c	Adaptability/Flexibility	IM	4.37	17	0.21	3.92	4.82	N	07/2016	Incumbent
13-1041.04	1.C.5.a	Dependability	IM	4.52	17	0.14	4.21	4.82	N	07/2016	Incumbent
13-1041.04	1.C.5.b	Attention to Detail	IM	4.33	17	0.13	4.05	4.62	N	07/2016	Incumbent
13-1041.04	1.C.5.c	Integrity	IM	4.65	17	0.23	4.17	5.00	N	07/2016	Incumbent
13-1041.04	1.C.6	Independence	IM	4.18	17	0.37	3.39	4.96	N	07/2016	Incumbent
13-1041.04	1.C.7.a	Innovation	IM	3.43	17	0.40	2.59	4.27	N	07/2016	Incumbent
13-1041.04	1.C.7.b	Analytical Thinking	IM	3.81	17	0.26	3.25	4.37	N	07/2016	Incumbent
13-1041.06	1.C.1.a	Achievement/Effort	IM	3.94	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.1.b	Persistence	IM	4.13	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.1.c	Initiative	IM	4.23	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.2.b	Leadership	IM	4.23	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.3.a	Cooperation	IM	4.45	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.3.b	Concern for Others	IM	4.52	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.3.c	Social Orientation	IM	3.87	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.4.a	Self Control	IM	4.42	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.4.b	Stress Tolerance	IM	4.45	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.4.c	Adaptability/Flexibility	IM	4.23	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.5.a	Dependability	IM	4.74	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.5.b	Attention to Detail	IM	4.77	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.5.c	Integrity	IM	4.90	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.6	Independence	IM	4.16	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.7.a	Innovation	IM	3.68	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.06	1.C.7.b	Analytical Thinking	IM	4.26	31	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
13-1041.07	1.C.1.a	Achievement/Effort	IM	3.95	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.1.b	Persistence	IM	4.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.1.c	Initiative	IM	3.85	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.2.b	Leadership	IM	3.50	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.3.a	Cooperation	IM	4.20	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.3.b	Concern for Others	IM	2.95	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.3.c	Social Orientation	IM	3.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.4.a	Self Control	IM	3.35	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.4.b	Stress Tolerance	IM	3.90	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.4.c	Adaptability/Flexibility	IM	3.65	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.5.a	Dependability	IM	4.35	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.5.b	Attention to Detail	IM	4.75	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.5.c	Integrity	IM	4.60	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.6	Independence	IM	3.45	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.7.a	Innovation	IM	3.25	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	1.C.7.b	Analytical Thinking	IM	4.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1051.00	1.C.1.a	Achievement/Effort	IM	4.05	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.1.b	Persistence	IM	4.32	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.1.c	Initiative	IM	4.18	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.2.b	Leadership	IM	3.68	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.3.a	Cooperation	IM	4.14	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.3.b	Concern for Others	IM	3.00	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.3.c	Social Orientation	IM	3.05	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.4.a	Self Control	IM	3.73	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.4.b	Stress Tolerance	IM	4.23	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.4.c	Adaptability/Flexibility	IM	3.86	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.5.a	Dependability	IM	4.32	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.5.b	Attention to Detail	IM	4.86	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.5.c	Integrity	IM	4.59	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.6	Independence	IM	3.90	21	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.7.a	Innovation	IM	3.59	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1051.00	1.C.7.b	Analytical Thinking	IM	4.73	22	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1071.00	1.C.1.a	Achievement/Effort	IM	3.72	40	0.17	3.38	4.06	N	08/2019	Incumbent
13-1071.00	1.C.1.b	Persistence	IM	3.85	41	0.13	3.59	4.12	N	08/2019	Incumbent
13-1071.00	1.C.1.c	Initiative	IM	3.94	41	0.10	3.74	4.15	N	08/2019	Incumbent
13-1071.00	1.C.2.b	Leadership	IM	4.04	41	0.31	3.42	4.66	N	08/2019	Incumbent
13-1071.00	1.C.3.a	Cooperation	IM	4.59	41	0.17	4.25	4.92	N	08/2019	Incumbent
13-1071.00	1.C.3.b	Concern for Others	IM	4.37	41	0.21	3.95	4.80	N	08/2019	Incumbent
13-1071.00	1.C.3.c	Social Orientation	IM	4.13	41	0.27	3.58	4.68	N	08/2019	Incumbent
13-1071.00	1.C.4.a	Self Control	IM	4.51	41	0.17	4.17	4.86	N	08/2019	Incumbent
13-1071.00	1.C.4.b	Stress Tolerance	IM	4.45	41	0.19	4.06	4.84	N	08/2019	Incumbent
13-1071.00	1.C.4.c	Adaptability/Flexibility	IM	4.43	41	0.18	4.06	4.80	N	08/2019	Incumbent
13-1071.00	1.C.5.a	Dependability	IM	4.49	41	0.17	4.14	4.85	N	08/2019	Incumbent
13-1071.00	1.C.5.b	Attention to Detail	IM	4.57	41	0.17	4.23	4.92	N	08/2019	Incumbent
13-1071.00	1.C.5.c	Integrity	IM	4.63	41	0.15	4.32	4.94	N	08/2019	Incumbent
13-1071.00	1.C.6	Independence	IM	4.22	41	0.22	3.78	4.67	N	08/2019	Incumbent
13-1071.00	1.C.7.a	Innovation	IM	3.75	41	0.36	3.02	4.47	N	08/2019	Incumbent
13-1071.00	1.C.7.b	Analytical Thinking	IM	4.03	41	0.31	3.41	4.64	N	08/2019	Incumbent
13-1074.00	1.C.1.a	Achievement/Effort	IM	4.03	13	0.26	3.46	4.60	N	06/2008	Incumbent
13-1074.00	1.C.1.b	Persistence	IM	3.88	13	0.32	3.20	4.57	N	06/2008	Incumbent
13-1074.00	1.C.1.c	Initiative	IM	3.89	13	0.32	3.20	4.58	N	06/2008	Incumbent
13-1074.00	1.C.2.b	Leadership	IM	3.80	13	0.21	3.33	4.26	N	06/2008	Incumbent
13-1074.00	1.C.3.a	Cooperation	IM	3.98	13	0.30	3.32	4.64	N	06/2008	Incumbent
13-1074.00	1.C.3.b	Concern for Others	IM	3.88	13	0.32	3.19	4.57	N	06/2008	Incumbent
13-1074.00	1.C.3.c	Social Orientation	IM	3.40	13	0.68	1.91	4.89	N	06/2008	Incumbent
13-1074.00	1.C.4.a	Self Control	IM	3.65	13	0.49	2.57	4.72	N	06/2008	Incumbent
13-1074.00	1.C.4.b	Stress Tolerance	IM	3.40	13	0.48	2.35	4.44	N	06/2008	Incumbent
13-1074.00	1.C.4.c	Adaptability/Flexibility	IM	3.40	13	0.48	2.36	4.44	N	06/2008	Incumbent
13-1074.00	1.C.5.a	Dependability	IM	4.16	13	0.36	3.38	4.95	N	06/2008	Incumbent
13-1074.00	1.C.5.b	Attention to Detail	IM	3.75	13	0.35	2.98	4.51	N	06/2008	Incumbent
13-1074.00	1.C.5.c	Integrity	IM	4.16	13	0.36	3.37	4.95	N	06/2008	Incumbent
13-1074.00	1.C.6	Independence	IM	3.40	13	0.48	2.35	4.44	N	06/2008	Incumbent
13-1074.00	1.C.7.a	Innovation	IM	2.97	13	0.44	2.02	3.92	N	06/2008	Incumbent
13-1074.00	1.C.7.b	Analytical Thinking	IM	3.31	13	0.49	2.24	4.38	N	06/2008	Incumbent
13-1075.00	1.C.1.a	Achievement/Effort	IM	4.15	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.1.b	Persistence	IM	4.37	19	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.1.c	Initiative	IM	4.45	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.2.b	Leadership	IM	4.26	19	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.3.a	Cooperation	IM	4.20	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.3.b	Concern for Others	IM	4.05	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.3.c	Social Orientation	IM	3.95	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.4.a	Self Control	IM	4.40	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.4.b	Stress Tolerance	IM	4.40	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.4.c	Adaptability/Flexibility	IM	4.15	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.5.a	Dependability	IM	4.55	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.5.b	Attention to Detail	IM	4.45	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.5.c	Integrity	IM	4.75	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.6	Independence	IM	3.90	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.7.a	Innovation	IM	3.90	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1075.00	1.C.7.b	Analytical Thinking	IM	4.50	20	n/a	n/a	n/a	n/a	07/2015	Occupational Expert
13-1081.00	1.C.1.a	Achievement/Effort	IM	3.96	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.1.b	Persistence	IM	4.04	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.1.c	Initiative	IM	4.38	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.2.b	Leadership	IM	4.22	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.3.a	Cooperation	IM	4.33	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.3.b	Concern for Others	IM	3.71	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.3.c	Social Orientation	IM	3.46	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.4.a	Self Control	IM	4.12	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.4.b	Stress Tolerance	IM	4.21	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.4.c	Adaptability/Flexibility	IM	4.04	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.5.a	Dependability	IM	4.67	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.5.b	Attention to Detail	IM	4.46	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.5.c	Integrity	IM	4.71	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.6	Independence	IM	3.79	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.7.a	Innovation	IM	3.62	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	1.C.7.b	Analytical Thinking	IM	4.25	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.01	1.C.1.a	Achievement/Effort	IM	3.86	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.1.b	Persistence	IM	3.95	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.1.c	Initiative	IM	3.95	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.2.b	Leadership	IM	3.77	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.3.a	Cooperation	IM	4.09	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.3.b	Concern for Others	IM	3.09	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.3.c	Social Orientation	IM	2.91	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.4.a	Self Control	IM	3.68	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.4.b	Stress Tolerance	IM	3.86	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.4.c	Adaptability/Flexibility	IM	3.82	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.5.a	Dependability	IM	4.18	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.5.b	Attention to Detail	IM	4.27	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.5.c	Integrity	IM	4.23	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.6	Independence	IM	3.59	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.7.a	Innovation	IM	3.68	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.01	1.C.7.b	Analytical Thinking	IM	4.27	22	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.1.a	Achievement/Effort	IM	4.04	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.1.b	Persistence	IM	4.08	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.1.c	Initiative	IM	4.20	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.2.b	Leadership	IM	3.84	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.3.a	Cooperation	IM	4.00	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.3.b	Concern for Others	IM	3.12	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.3.c	Social Orientation	IM	2.79	24	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.4.a	Self Control	IM	3.92	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.4.b	Stress Tolerance	IM	4.00	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.4.c	Adaptability/Flexibility	IM	4.12	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.5.a	Dependability	IM	4.48	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.5.b	Attention to Detail	IM	4.56	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.5.c	Integrity	IM	4.56	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.6	Independence	IM	4.12	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.7.a	Innovation	IM	3.88	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1081.02	1.C.7.b	Analytical Thinking	IM	4.44	25	n/a	n/a	n/a	n/a	07/2011	Occupational Expert
13-1111.00	1.C.1.a	Achievement/Effort	IM	4.27	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1111.00	1.C.1.b	Persistence	IM	4.54	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1111.00	1.C.1.c	Initiative	IM	4.62	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1111.00	1.C.2.b	Leadership	IM	4.42	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1111.00	1.C.3.a	Cooperation	IM	4.58	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1111.00	1.C.3.b	Concern for Others	IM	3.96	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1111.00	1.C.3.c	Social Orientation	IM	3.73	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1111.00	1.C.4.a	Self Control	IM	4.54	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
