NASA Class Code,NASA Specialty Title,NCC,OPM Series Title,OPMSeries,OPM,NCC GRP NUM,NCC Group,Skill Mix Group,OPM SERIES NUMBER,OPM SERIES TITLE ,SUPERVISORY FEDERAL SECTOR JOB GROUP,NON-SUPERVISORY FEDERAL SECTOR JOB GROUP,2010 SOC CODE,2010 EEO TABULATION (CENSUS) CODE,2010 EEO TABULATION (CENSUS) OCCUPATION TITLE,
740-02,Experimental Facilities Development,740-02 Experimental Facilities Development,Experimental Facilities Development,GS-801,GS-801 Experimental Facilities Development,740,Facilities and Environmental Factors,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
740-03,Facilities Systems Safety,740-03 Facilities Systems Safety,Facilities Systems Safety,GS-801,GS-801 Facilities Systems Safety,740,Facilities and Environmental Factors,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
740-09,Facilities and Environmental Factors (Entry-level positions at GS-7 and GS-9 Only.),740-09 Facilities and Environmental Factors (Entry-level positions at GS-7 and GS-9 Only.),Facilities and Environmental Factors,GS-801,GS-801 Facilities and Environmental Factors,740,Facilities and Environmental Factors,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
740-15,Gas and Fluid Systems,740-15 Gas and Fluid Systems,Gas and Fluid Systems,GS-801,GS-801 Gas and Fluid Systems,740,Facilities and Environmental Factors,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
740-25,Experimental Facilities Techniques,740-25 Experimental Facilities Techniques,Experimental Facilities Techniques,GS-801,GS-801 Experimental Facilities Techniques,740,Facilities and Environmental Factors,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
740-30,Aerospace Environmental Control Techniques,740-30 Aerospace Environmental Control Techniques,Aerospace Environmental Control Techniques,GS-801,GS-801 Aerospace Environmental Control Techniques,740,Facilities and Environmental Factors,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-02,Flight Training,745-02 Flight Training,Flight Training,GS-801,GS-801 Flight Training,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-03,Flight Systems Operations,745-03 Flight Systems Operations,Flight Systems Operations,GS-801,GS-801 Flight Systems Operations,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-04,Mission Support Requirements and Development,745-04 Mission Support Requirements and Development,Mission Support Requirements and Development,GS-801,GS-801 Mission Support Requirements and Development,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-05,Mission Operations Integration,745-05 Mission Operations Integration,Mission Operations Integration,GS-801,GS-801 Mission Operations Integration,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-09,Operations (GS-7/GS-9 Only),745-09 Operations (GS-7/GS-9 Only),Operations,GS-801,GS-801 Operations,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-11,Launch and Flight Operations,745-11 Launch and Flight Operations,Launch and Flight Operations,GS-801,GS-801 Launch and Flight Operations,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-12,Aircraft Mission Operations,745-12 Aircraft Mission Operations,Aircraft Mission Operations,GS-801,GS-801 Aircraft Mission Operations,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-15,Flight Systems Training and Operations,745-15 Flight Systems Training and Operations,Flight Systems Training and Operations,GS-801,GS-801 Flight Systems Training and Operations,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-20,Payload Processing Operations,745-20 Payload Processing Operations,Payload Processing Operations,GS-801,GS-801 Payload Processing Operations,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
770-10,Engineering Project Management,770-10 Engineering Project Management,Engineering Project Management,GS-801,GS-801 Engineering Project Management,770,Management,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
770-30,Technical Management,770-30 Technical Management,Technical Management,GS-801,GS-801 Technical Management,770,Management,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
770-32,Technical Resources Management,770-32 Technical Resources Management,Technical Resources Management,GS-801,GS-801 Technical Resources Management,770,Management,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
770-34,Technical Engineering Operations Management,770-34 Technical Engineering Operations Management,Technical Engineering Operations Management,GS-801,GS-801 Technical Engineering Operations Management,770,Management,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
770-40,Engineering Technology Utilization and Commercialization,770-40 Engineering Technology Utilization and Commercialization,Engineering Technology Utilization and Commercialization,GS-801,GS-801 Engineering Technology Utilization and Commercialization,770,Management,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
770-56,Launch Site Support Management,770-56 Launch Site Support Management,Launch Site Support Management,GS-801,GS-801 Launch Site Support Management,770,Management,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
770-60,Engineering Program Management,770-60 Engineering Program Management,Engineering Program Management,GS-801,GS-801 Engineering Program Management,770,Management,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
770-77,Logistics Engineering Management,770-77 Logistics Engineering Management,Logistics Engineering Management,GS-801,GS-801 Logistics Engineering Management,770,Management,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-06,Management Astronaut,745-06 Management Astronaut,Management Astronaut,GS-801**,GS-801** Management Astronaut,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
745-07,Astronaut,745-07 Astronaut,Astronaut,GS-801**,GS-801** Astronaut,745,Operations,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
715-03,Mechanics of Materials and Structures,715-03 Mechanics of Materials and Structures,Materials Engineer,GS-806,GS-806 Materials Engineer,715,Materials and Structures,S&E,806,MATERIALS ENGINEERING ,1,2,17-2131,1450,MATERIALS ENGINEERS,
715-15,Structural Materials,715-15 Structural Materials,Materials Engineer,GS-806,GS-806 Materials Engineer,715,Materials and Structures,S&E,806,MATERIALS ENGINEERING ,1,2,17-2131,1450,MATERIALS ENGINEERS,
715-17,Aerospace Metallic Materials,715-17 Aerospace Metallic Materials,Materials Engineer,GS-806,GS-806 Materials Engineer,715,Materials and Structures,S&E,806,MATERIALS ENGINEERING ,1,2,17-2131,1450,MATERIALS ENGINEERS,
715-35,Aerospace Ceramic Materials,715-35 Aerospace Ceramic Materials,Materials Engineer,GS-806,GS-806 Materials Engineer,715,Materials and Structures,S&E,806,MATERIALS ENGINEERING ,1,2,17-2131,1450,MATERIALS ENGINEERS,
715-40,Tribology Materials,715-40 Tribology Materials,Materials Engineer,GS-806,GS-806 Materials Engineer,715,Materials and Structures,S&E,806,MATERIALS ENGINEERING ,1,2,17-2131,1450,MATERIALS ENGINEERS,
715-60,Aerospace Materials,715-60 Aerospace Materials,Materials Engineer,GS-806,GS-806 Materials Engineer,715,Materials and Structures,S&E,806,MATERIALS ENGINEERING ,1,2,17-2131,1450,MATERIALS ENGINEERS,
720-06,Mechanical Components,720-06 Mechanical Components,Mechanical Engineer,GS-830,GS-830 Mechanical Engineer,720,Propulsion and Power,S&E,830,MECHANICAL ENGINEERING ,1,2,17-2141,1460,MECHANICAL ENGINEERS,
740-10,Mechanical Experimental Equipment,740-10 Mechanical Experimental Equipment,Mechanical Engineer,GS-830,GS-830 Mechanical Engineer,740,Facilities and Environmental Factors,S&E,830,MECHANICAL ENGINEERING ,1,2,17-2141,1460,MECHANICAL ENGINEERS,
720-02,Electric Propulsion Systems,720-02 Electric Propulsion Systems,Electrical Engineer,GS-850,GS-850 Electrical Engineer,720,Propulsion and Power,S&E,850,ELECTRICAL ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
720-03,Electrical Power Systems,720-03 Electrical Power Systems,Electrical Engineer,GS-850,GS-850 Electrical Engineer,720,Propulsion and Power,S&E,850,ELECTRICAL ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
720-25,Direct Energy Conversion,720-25 Direct Energy Conversion,Electrical Engineer,GS-850,GS-850 Electrical Engineer,720,Propulsion and Power,S&E,850,ELECTRICAL ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
725-30,Electrical Systems,725-30 Electrical Systems,Electrical Engineer,GS-850,GS-850 Electrical Engineer,725,Flight Systems,S&E,850,ELECTRICAL ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
730-71,Experimental Electrical Equipment and Techniques,730-71 Experimental Electrical Equipment and Techniques,Electrical Engineer,GS-850,GS-850 Electrical Engineer,730,Measurement and Instrumentation,S&E,850,ELECTRICAL ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
740-20,Electrical Experimental Equipment,740-20 Electrical Experimental Equipment,Electrical Engineer,GS-850,GS-850 Electrical Engineer,740,Facilities and Environmental Factors,S&E,850,ELECTRICAL ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
735-02,Data Systems,735-02 Data Systems,Computer Engineer,GS-854,GS-854 Computer Engineer,735,Data Systems and Analysis,S&E,854,COMPUTER ENGINEERING,1,2,17-2061,1400,COMPUTER HARDWARE ENGINEERS,
735-03,Software Systems,735-03 Software Systems,Computer Engineer,GS-854,GS-854 Computer Engineer,735,Data Systems and Analysis,S&E,854,COMPUTER ENGINEERING,1,2,17-2061,1400,COMPUTER HARDWARE ENGINEERS,
735-06,Data Systems Analysis,735-06 Data Systems Analysis,Computer Engineer,GS-854,GS-854 Computer Engineer,735,Data Systems and Analysis,S&E,854,COMPUTER ENGINEERING,1,2,17-2061,1400,COMPUTER HARDWARE ENGINEERS,
735-07,Flight Data Systems,735-07 Flight Data Systems,Computer Engineer,GS-854,GS-854 Computer Engineer,735,Data Systems and Analysis,S&E,854,COMPUTER ENGINEERING,1,2,17-2061,1400,COMPUTER HARDWARE ENGINEERS,
735-08,Ground Data Systems,735-08 Ground Data Systems,Computer Engineer,GS-854,GS-854 Computer Engineer,735,Data Systems and Analysis,S&E,854,COMPUTER ENGINEERING,1,2,17-2061,1400,COMPUTER HARDWARE ENGINEERS,
735-09,Data Systems and Analysis (GS-7 and GS-9 - Only),735-09 Data Systems and Analysis (GS-7 and GS-9 - Only),Computer Engineer,GS-854,GS-854 Computer Engineer,735,Data Systems and Analysis,S&E,854,COMPUTER ENGINEERING,1,2,17-2061,1400,COMPUTER HARDWARE ENGINEERS,
735-20,Aerospace Information Technology,735-20 Aerospace Information Technology,Computer Engineer,GS-854,GS-854 Computer Engineer,735,Data Systems and Analysis,S&E,854,COMPUTER ENGINEERING,1,2,17-2061,1400,COMPUTER HARDWARE ENGINEERS,
725-15,Electronic Systems Failure Analysis,725-15 Electronic Systems Failure Analysis,Electronics Engineer,GS-855,GS-855 Electronics Engineer,725,Flight Systems,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
730-05,Sensors and Transducers,730-05 Sensors and Transducers,Electronics Engineer,GS-855,GS-855 Electronics Engineer,730,Measurement and Instrumentation,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
730-09,Measurement and Instrumentation (Entry-level GS-7 and GS-9 Only.),730-09 Measurement and Instrumentation (Entry-level GS-7 and GS-9 Only.),Electronics Engineer,GS-855,GS-855 Electronics Engineer,730,Measurement and Instrumentation,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
730-10,Electronic Instrumentation Systems,730-10 Electronic Instrumentation Systems,Electronics Engineer,GS-855,GS-855 Electronics Engineer,730,Measurement and Instrumentation,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
730-16,Electro-Optical Sensor Systems,730-16 Electro-Optical Sensor Systems,Electronics Engineer,GS-855,GS-855 Electronics Engineer,730,Measurement and Instrumentation,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
730-37,Tracking and Telemetry Systems,730-37 Tracking and Telemetry Systems,Electronics Engineer,GS-855,GS-855 Electronics Engineer,730,Measurement and Instrumentation,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
730-55,Telecommunications,730-55 Telecommunications,Electronics Engineer,GS-855,GS-855 Electronics Engineer,730,Measurement and Instrumentation,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
730-72,Optical Engineering,730-72 Optical Engineering,Electronics Engineer,GS-855,GS-855 Electronics Engineer,730,Measurement and Instrumentation,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
735-13,Data Hardware Systems,735-13 Data Hardware Systems,Electronics Engineer,GS-855,GS-855 Electronics Engineer,735,Data Systems and Analysis,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
735-17,Avionic Systems,735-17 Avionic Systems,Electronics Engineer,GS-855,GS-855 Electronics Engineer,735,Data Systems and Analysis,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
710-02,Aerothermodynamics,710-02 Aerothermodynamics,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-09,Fluid and Flight Mechanics (Entry-level positions at GS-7 and GS-9 Only.),710-09 Fluid and Flight Mechanics (Entry-level positions at GS-7 and GS-9 Only.),Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-10,Aerospace Vehicle Design and Mission Analysis,710-10 Aerospace Vehicle Design and Mission Analysis,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-15,"Navigation, Guidance, and Control Systems","710-15 Navigation, Guidance, and Control Systems",Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-30,Fluid Mechanics,710-30 Fluid Mechanics,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-45,Flight Vehicle Acoustics,710-45 Flight Vehicle Acoustics,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-55,Heat Transfer,710-55 Heat Transfer,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-60,"Stability, Control, and Performance","710-60 Stability, Control, and Performance",Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-65,Flight Vehicle Atmospheric Environments,710-65 Flight Vehicle Atmospheric Environments,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
710-70,Flight Vehicle Space Environments,710-70 Flight Vehicle Space Environments,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,710,Fluid and Flight Mechanics,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
715-02,Structural Dynamics,715-02 Structural Dynamics,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,715,Materials and Structures,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
715-09,Materials and Structures (Entry-level positions at GS-7 and GS-9 Only.),715-09 Materials and Structures (Entry-level positions at GS-7 and GS-9 Only.),Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,715,Materials and Structures,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
715-50,Structural Mechanics,715-50 Structural Mechanics,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,715,Materials and Structures,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
715-55,Flight Structures,715-55 Flight Structures,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,715,Materials and Structures,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
715-65,Aeroelasticity,715-65 Aeroelasticity,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,715,Materials and Structures,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
720-04,Airbreathing Propulsion Systems,720-04 Airbreathing Propulsion Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,720,Propulsion and Power,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
720-05,Liquid Propulsion Systems,720-05 Liquid Propulsion Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,720,Propulsion and Power,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
720-09,Propulsion and Power (Entry-level positions at GS-7 and GS-9 Only.),720-09 Propulsion and Power (Entry-level positions at GS-7 and GS-9 Only.),Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,720,Propulsion and Power,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
720-10,Solid Propulsion Systems,720-10 Solid Propulsion Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,720,Propulsion and Power,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
720-19,Aerospace Propulsion Systems,720-19 Aerospace Propulsion Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,720,Propulsion and Power,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
720-60,Propulsion Flow Dynamics,720-60 Propulsion Flow Dynamics,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,720,Propulsion and Power,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
720-70,Pyrotechnic Systems,720-70 Pyrotechnic Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,720,Propulsion and Power,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
720-80,Propulsion Systems and Technologies,720-80 Propulsion Systems and Technologies,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,720,Propulsion and Power,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-04,Reliability and Quality Assurance,725-04 Reliability and Quality Assurance,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-05,Reliability,725-05 Reliability,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-09,Flight Systems (GS-7/GS-9 Only),725-09 Flight Systems (GS-7/GS-9 Only),Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-10,Flight Systems Test,725-10 Flight Systems Test,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-11,Flight Systems Safety,725-11 Flight Systems Safety,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-12,Aerospace Flight Systems,725-12 Aerospace Flight Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-13,Flight Systems Design,725-13 Flight Systems Design,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-16,Crew Station Systems,725-16 Crew Station Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-17,Environmental Control Systems,725-17 Environmental Control Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-20,Experimental Manufacturing Techniques,725-20 Experimental Manufacturing Techniques,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-22,Quality Assurance,725-22 Quality Assurance,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-31,Automation and Robotics Systems,725-31 Automation and Robotics Systems,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-40,Safety and Mission Assurance,725-40 Safety and Mission Assurance,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-41,Fluid Systems Test,725-41 Fluid Systems Test,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
725-42,Flight Systems Engineering,725-42 Flight Systems Engineering,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,725,Flight Systems,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
735-10,Theoretical Simulation Techniques,735-10 Theoretical Simulation Techniques,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,735,Data Systems and Analysis,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
745-08,Astronaut Pilot,745-08 Astronaut Pilot,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,745,Operations,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
745-10,Research Pilot,745-10 Research Pilot,Aerospace Engineer,GS-861,GS-861 Aerospace Engineer,745,Operations,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
715-25,Aerospace Polymeric Materials,715-25 Aerospace Polymeric Materials,Chemical Engineer,GS-893,GS-893 Chemical Engineer,715,Materials and Structures,S&E,893,CHEMICAL ENGINEERING,1,2,17-2041,1350,CHEMICAL ENGINEERS,
720-50,Fuels and Combustion Processes,720-50 Fuels and Combustion Processes,Chemical Engineer,GS-893,GS-893 Chemical Engineer,720,Propulsion and Power,S&E,893,CHEMICAL ENGINEERING,1,2,17-2041,1350,CHEMICAL ENGINEERS,
799-00,Student Trainee (Engineering),799-00 Student Trainee (Engineering),Student Trainee (Engineering),GS-899,GS-899 Student Trainee (Engineering),799,AST Student,S&E,893,CHEMICAL ENGINEERING,1,2,17-2041,1350,CHEMICAL ENGINEERS,
770-01,Senior Executive,770-01 Senior Executive,Unknown,Unknown,Unknown,770,Management,S&E,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
795-00,Unknown,795-00,Expert,Unknown,Expert,795,AST Expert,S&E,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
796-00,UnKnown,796-00,Consultant,Unknown,Consultant,796,AST Consultant,S&E,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
