O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
17-3031.02	2.D.1	Required Level of Education	RL	3	13.15	22	7.55	3.69	37.45	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	4	14.35	22	6.80	5.03	34.61	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	5	10.48	22	8.65	1.69	44.35	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	6	48.22	22	13.51	23.21	74.16	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	7	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	8	5.16	22	5.33	0.56	34.39	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	9	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	10	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	11	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	2.D.1	Required Level of Education	RL	12	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	1	22.12	22	13.47	5.29	59.07	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	2	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	3	7.78	22	7.79	0.88	44.63	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	4	18.98	22	9.49	6.10	45.80	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	5	8.18	22	5.06	2.15	26.54	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	6	10.29	22	9.15	1.44	47.37	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	7	14.53	22	9.10	3.57	43.84	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	8	8.72	22	7.65	1.28	41.32	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	9	9.39	22	7.00	1.84	36.45	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	10	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	3.A.1	Related Work Experience	RW	11	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	1	19.01	22	7.86	7.51	40.43	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	2	25.18	22	14.42	6.41	62.30	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	3	30.85	22	15.58	8.90	67.07	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	4	2.69	22	1.78	0.67	10.19	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	5	9.35	22	6.96	1.83	36.29	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	6	4.19	22	3.88	0.58	24.58	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	7	8.72	22	7.65	1.28	41.32	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	8	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	3.A.2	On-Site or In-Plant Training	PT	9	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	1	8.72	22	7.65	1.28	41.32	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	2	19.65	22	14.72	3.40	62.96	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	3	42.58	22	12.32	20.63	67.89	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	4	0.86	22	0.89	0.10	7.10	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	5	10.11	22	6.46	2.50	33.02	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	6	6.02	22	5.48	0.85	32.46	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	7	12.05	22	8.42	2.56	41.67	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	8	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
17-3031.02	3.A.3	On-the-Job Training	OJ	9	0.00	22	0.00	n/a	n/a	N	07/2014	Incumbent
19-1011.00	2.D.1	Required Level of Education	RL	1	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	2	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	3	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	4	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	5	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	6	11.11	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	7	3.70	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	8	25.93	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	9	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	10	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	11	51.85	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	2.D.1	Required Level of Education	RL	12	7.41	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	1	3.70	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	2	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	3	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	4	3.70	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	5	7.41	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	6	14.81	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	7	33.33	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	8	18.52	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	9	11.11	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	10	3.70	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.1	Related Work Experience	RW	11	3.70	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	1	11.11	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	2	7.41	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	3	14.81	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	4	14.81	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	5	14.81	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	6	14.81	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	7	18.52	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	8	3.70	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	1	11.11	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	2	14.81	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	3	3.70	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	4	18.52	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	5	7.41	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	6	29.63	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	7	11.11	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	8	3.70	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1011.00	3.A.3	On-the-Job Training	OJ	9	0.00	27	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	1	0.00	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	2	0.00	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	3	0.00	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	4	0.00	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	5	0.00	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	6	69.23	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	7	3.85	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	8	19.23	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	9	0.00	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	10	0.00	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	11	7.69	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	2.D.1	Required Level of Education	RL	12	0.00	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	1	36.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	2	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	3	8.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	4	24.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	5	4.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	6	12.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	7	4.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	8	12.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	9	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	10	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.1	Related Work Experience	RW	11	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	1	24.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	2	20.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	3	28.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	4	20.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	5	4.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	6	4.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	1	12.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	2	8.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	3	40.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	4	20.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	5	12.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	6	4.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	7	4.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	8	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1012.00	3.A.3	On-the-Job Training	OJ	9	0.00	25	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	1	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	2	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	3	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	4	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	5	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	6	14.81	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	7	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	8	25.93	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	9	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	10	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	11	44.44	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	2.D.1	Required Level of Education	RL	12	14.81	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	1	3.70	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	2	3.70	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	3	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	4	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	5	14.81	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	6	25.93	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	7	33.33	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	8	11.11	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	9	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	10	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.1	Related Work Experience	RW	11	7.41	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	1	25.93	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	2	22.22	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	3	14.81	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	4	7.41	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	5	3.70	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	6	14.81	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	7	7.41	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	8	3.70	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	1	7.41	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	2	22.22	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	3	7.41	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	4	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	5	18.52	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	6	37.04	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	7	3.70	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	8	3.70	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1013.00	3.A.3	On-the-Job Training	OJ	9	0.00	27	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
19-1020.01	2.D.1	Required Level of Education	RL	1	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	2	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	3	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	4	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	5	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	6	32.20	16	10.90	14.08	57.93	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	7	10.49	16	9.10	1.46	48.03	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	8	56.93	16	17.09	23.03	85.38	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	9	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	10	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	11	0.38	16	0.41	0.04	3.69	N	08/2018	Incumbent
19-1020.01	2.D.1	Required Level of Education	RL	12	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	1	1.80	16	1.91	0.18	15.46	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	2	0.38	16	0.41	0.04	3.69	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	3	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	4	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	5	1.83	16	1.94	0.19	15.68	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	6	12.84	16	9.20	2.49	45.94	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	7	34.51	16	19.23	7.92	76.37	Y	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	8	26.54	16	18.54	4.54	73.27	Y	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	9	10.84	16	10.64	1.15	55.94	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	10	0.38	16	0.41	0.04	3.69	N	08/2018	Incumbent
19-1020.01	3.A.1	Related Work Experience	RW	11	10.88	16	9.00	1.66	46.90	N	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	1	7.61	16	5.78	1.41	32.20	N	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	2	31.99	16	18.26	7.29	73.78	Y	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	3	12.84	16	9.19	2.50	45.88	N	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	4	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	5	10.87	16	10.25	1.26	53.75	N	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	6	26.21	16	10.65	9.89	53.47	N	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	7	10.49	16	9.02	1.49	47.59	N	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	8	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	1	5.42	16	5.32	0.62	34.35	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	2	5.42	16	5.32	0.62	34.35	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	3	3.13	16	2.69	0.49	17.65	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	4	13.54	16	10.83	2.13	52.94	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	5	34.35	16	17.17	9.36	72.61	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	6	38.14	16	17.16	11.57	74.40	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	7	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	8	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1020.01	3.A.3	On-the-Job Training	OJ	9	0.00	16	0.00	n/a	n/a	N	08/2018	Incumbent
19-1021.00	2.D.1	Required Level of Education	RL	1	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	2	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	3	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	4	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	5	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	6	18.18	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	7	4.55	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	8	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	9	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	10	4.55	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	11	40.91	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	2.D.1	Required Level of Education	RL	12	31.82	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	1	9.09	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	2	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	3	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	4	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	5	4.55	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	6	27.27	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	7	22.73	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	8	13.64	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	9	13.64	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	10	0.00	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.1	Related Work Experience	RW	11	9.09	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.2	On-Site or In-Plant Training	PT	1	40.91	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
19-1021.00	3.A.2	On-Site or In-Plant Training	PT	2	22.73	22	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
